    subject              activity    TimeBodyAccMeanX    TimeBodyAccMeanY    TimeBodyAccMeanZ    TimeBodyAccStdDevX    TimeBodyAccStdDevY    TimeBodyAccStdDevZ    TimeGravityAccMeanX    TimeGravityAccMeanY    TimeGravityAccMeanZ    TimeGravityAccStdDevX    TimeGravityAccStdDevY    TimeGravityAccStdDevZ    TimeBodyAccJerkMeanX    TimeBodyAccJerkMeanY    TimeBodyAccJerkMeanZ    TimeBodyAccJerkStdDevX    TimeBodyAccJerkStdDevY    TimeBodyAccJerkStdDevZ    TimeBodyGyroMeanX    TimeBodyGyroMeanY    TimeBodyGyroMeanZ    TimeBodyGyroStdDevX    TimeBodyGyroStdDevY    TimeBodyGyroStdDevZ    TimeBodyGyroJerkMeanX    TimeBodyGyroJerkMeanY    TimeBodyGyroJerkMeanZ    TimeBodyGyroJerkStdDevX    TimeBodyGyroJerkStdDevY    TimeBodyGyroJerkStdDevZ    TimeBodyAccMagMean    TimeBodyAccMagStdDev    TimeGravityAccMagMean    TimeGravityAccMagStdDev    TimeBodyAccJerkMagMean    TimeBodyAccJerkMagStdDev    TimeBodyGyroMagMean    TimeBodyGyroMagStdDev    TimeBodyGyroJerkMagMean    TimeBodyGyroJerkMagStdDev    FreqBodyAccMeanX    FreqBodyAccMeanY    FreqBodyAccMeanZ    FreqBodyAccStdDevX    FreqBodyAccStdDevY    FreqBodyAccStdDevZ    FreqBodyAccMeanFreqX    FreqBodyAccMeanFreqY    FreqBodyAccMeanFreqZ    FreqBodyAccJerkMeanX    FreqBodyAccJerkMeanY    FreqBodyAccJerkMeanZ    FreqBodyAccJerkStdDevX    FreqBodyAccJerkStdDevY    FreqBodyAccJerkStdDevZ    FreqBodyAccJerkMeanFreqX    FreqBodyAccJerkMeanFreqY    FreqBodyAccJerkMeanFreqZ    FreqBodyGyroMeanX    FreqBodyGyroMeanY    FreqBodyGyroMeanZ    FreqBodyGyroStdDevX    FreqBodyGyroStdDevY    FreqBodyGyroStdDevZ    FreqBodyGyroMeanFreqX    FreqBodyGyroMeanFreqY    FreqBodyGyroMeanFreqZ    FreqBodyAccMagMean    FreqBodyAccMagStdDev    FreqBodyAccMagMeanFreq    FreqBodyBodyAccJerkMagMean    FreqBodyBodyAccJerkMagStdDev    FreqBodyBodyAccJerkMagMeanFreq    FreqBodyBodyGyroMagMean    FreqBodyBodyGyroMagStdDev    FreqBodyBodyGyroMagMeanFreq    FreqBodyBodyGyroJerkMagMean    FreqBodyBodyGyroJerkMagStdDev    FreqBodyBodyGyroJerkMagMeanFreq    angletBodyAccMean,gravity    angletBodyAccJerkMean,gravityMean    angletBodyGyroMean,gravityMean    angletBodyGyroJerkMean,gravityMean    angleX,gravityMean    angleY,gravityMean    angleZ,gravityMean
         26               WALKING               0.279            -0.01543             -0.1089              -0.34019              -0.13635              -0.33349                  0.961               -0.13392                0.10874                   -0.980                   -0.969                   -0.966                  0.0652                1.97e-02               -6.18e-03                  -0.32845                  -0.26186                   -0.3975            -0.003341             -0.08415             0.085107                -0.4929               -0.57574                -0.3545                  -0.0994                  -0.0457                 -0.04922                    -0.4174                    -0.5870                   -0.48554             -0.223399                 -0.4218                -0.223399                    -0.4218                  -0.29076                     -0.2794                -0.3921                  -0.5383                    -0.5124                      -0.6035             -0.3220            -0.14670             -0.3395              -0.34800              -0.18573               -0.3844               -2.99e-01               -0.053962                0.240364                -0.36423                -0.29853                 -0.3987                  -0.35107                  -0.27195                  -0.39653                    -0.25494                   -4.08e-01                    -0.24589              -0.3681              -0.5618              -0.3185                 -0.533                -0.5879                -0.4262                 -0.08376                  0.13262                -0.063103              -0.37984               -0.537184                  0.174398                     -0.293358                         -0.2689                           0.04236                  -0.551928                      -0.6095                       0.220812                        -0.6195                          -0.6129                           0.194215                     4.68e-02                            -0.004731                         -0.032503                             -2.81e-02                -0.849              1.75e-01             -0.054233
         26      WALKING_UPSTAIRS               0.273            -0.02816             -0.1219              -0.16901              -0.04917              -0.40460                  0.942               -0.24617               -0.00199                   -0.962                   -0.938                   -0.930                  0.0756                2.09e-03               -1.17e-02                  -0.29088                  -0.39977                   -0.6780            -0.024795             -0.06576             0.072146                -0.5503               -0.60310                -0.3091                  -0.0976                  -0.0386                 -0.05956                    -0.5158                    -0.7252                   -0.55639             -0.142874                 -0.1507                -0.142874                    -0.1507                  -0.40446                     -0.3345                -0.3444                  -0.5140                    -0.6481                      -0.6618             -0.2428            -0.18553             -0.4995              -0.14284              -0.04395               -0.4009               -3.84e-01               -0.231359               -0.189089                -0.30454                -0.41934                 -0.6397                  -0.34208                  -0.42006                  -0.71573                    -0.22251                   -4.78e-01                    -0.37852              -0.4277              -0.6171              -0.3427                 -0.591                -0.5982                -0.3621                 -0.06930                 -0.09564                -0.216501              -0.16757               -0.274226                 -0.017224                     -0.294970                         -0.3937                           0.05715                  -0.556085                      -0.5696                      -0.025513                        -0.6736                          -0.6698                          -0.051256                     4.19e-02                             0.046614                         -0.138231                             -2.35e-02                -0.775              2.53e-01              0.023179
         26    WALKING_DOWNSTAIRS               0.279            -0.01263             -0.1064               0.17395              -0.01163              -0.28481                  0.947               -0.07990                0.15391                   -0.963                   -0.935                   -0.933                  0.1115               -7.13e-03               -1.19e-02                  -0.12811                  -0.08640                   -0.3793            -0.010752             -0.10038             0.082221                -0.3313               -0.47341                -0.3321                  -0.0992                  -0.0373                 -0.05106                    -0.1708                    -0.5472                   -0.35895              0.114379                  0.1470                 0.114379                     0.1470                  -0.14886                     -0.1113                -0.2353                  -0.2962                    -0.4188                      -0.4631              0.0228            -0.00624             -0.2796               0.22678              -0.07828               -0.3466               -5.51e-01                0.004440                0.139974                -0.20137                -0.16555                 -0.3601                  -0.13083                  -0.06154                  -0.39670                    -0.52129                   -4.57e-01                    -0.34502              -0.1259              -0.4431              -0.2214                 -0.398                -0.4975                -0.4345                 -0.10933                  0.04257                -0.013729               0.07510                0.005749                 -0.152993                     -0.153172                         -0.0679                          -0.08457                  -0.334510                      -0.3930                       0.005991                        -0.4722                          -0.4895                          -0.004341                     7.68e-02                            -0.046174                          0.032927                              2.99e-02                -0.844              1.39e-01             -0.086876
         26               SITTING               0.258            -0.00713             -0.0974              -0.97977              -0.94080              -0.95000                  0.783                0.22311                0.31439                   -0.965                   -0.949                   -0.945                  0.0764                6.92e-03               -7.80e-03                  -0.99226                  -0.98622                   -0.9900            -0.037022             -0.08406             0.071111                -0.9910               -0.97344                -0.9664                  -0.0960                  -0.0403                 -0.04876                    -0.9959                    -0.9931                   -0.99193             -0.953080                 -0.9336                -0.953080                    -0.9336                  -0.99090                     -0.9900                -0.9541                  -0.9647                    -0.9945                      -0.9940             -0.9826            -0.95430             -0.9675              -0.97876              -0.93778               -0.9448               -1.49e-01                0.112830                0.074531                -0.99203                -0.98586                 -0.9880                  -0.99330                  -0.98775                  -0.99069                     0.17658                    4.66e-02                     0.05488              -0.9901              -0.9817              -0.9704                 -0.991                -0.9695                -0.9683                  0.10674                 -0.38420                 0.034511              -0.95241               -0.934588                  0.089080                     -0.989482                         -0.9895                           0.33679                  -0.976464                      -0.9637                      -0.185666                        -0.9940                          -0.9942                           0.300529                    -2.69e-04                             0.033411                         -0.001431                             -5.06e-02                -0.565             -7.79e-02             -0.207420
         26              STANDING               0.281            -0.01666             -0.1102              -0.99307              -0.94947              -0.96299                  0.965               -0.14032                0.08841                   -0.993                   -0.967                   -0.964                  0.0754                8.17e-03               -2.19e-03                  -0.99050                  -0.97594                   -0.9867            -0.024535             -0.07314             0.077671                -0.9738               -0.98241                -0.9749                  -0.1004                  -0.0409                 -0.05325                    -0.9785                    -0.9898                   -0.98599             -0.968512                 -0.9627                -0.968512                    -0.9627                  -0.98699                     -0.9826                -0.9687                  -0.9627                    -0.9885                      -0.9843             -0.9920            -0.95840             -0.9732              -0.99370              -0.94783               -0.9600                9.10e-02                0.002162                0.145512                -0.99059                -0.97627                 -0.9846                  -0.99128                  -0.97735                  -0.98743                     0.26766                   -8.55e-02                     0.04930              -0.9694              -0.9839              -0.9745                 -0.975                -0.9817                -0.9774                 -0.16642                 -0.11866                -0.012086              -0.97061               -0.963909                  0.066375                     -0.982877                         -0.9811                           0.22167                  -0.972333                      -0.9630                      -0.144605                        -0.9858                          -0.9833                           0.104517                    -5.21e-03                             0.027238                          0.025672                              1.16e-02                -0.853              1.80e-01             -0.039843
         26                LAYING               0.272            -0.01919             -0.1050              -0.96945              -0.98323              -0.98450                 -0.621                0.80302                0.61452                   -0.944                   -0.988                   -0.984                  0.0867                1.24e-02               -6.15e-03                  -0.98932                  -0.98718                   -0.9891            -0.017066             -0.09032             0.152436                -0.9903               -0.97933                -0.9693                  -0.1004                  -0.0397                 -0.07115                    -0.9927                    -0.9891                   -0.99376             -0.976785                 -0.9644                -0.976785                    -0.9644                  -0.98997                     -0.9891                -0.9519                  -0.9657                    -0.9922                      -0.9899             -0.9733            -0.98366             -0.9849              -0.96797              -0.98332               -0.9849               -2.10e-01                0.274378                0.374614                -0.98922                -0.98712                 -0.9873                  -0.99041                  -0.98824                  -0.98937                     0.13709                    1.27e-01                     0.14882              -0.9884              -0.9831              -0.9702                 -0.991                -0.9775                -0.9718                  0.15305                 -0.06655                 0.206193              -0.96927               -0.966577                  0.277268                     -0.989138                         -0.9879                           0.35070                  -0.974305                      -0.9661                       0.111741                        -0.9904                          -0.9896                           0.239935                    -4.20e-05                             0.026490                         -0.010655                             -7.91e-05                 0.696             -5.57e-01             -0.438577
         27               WALKING               0.277            -0.01665             -0.1128              -0.34848              -0.18730              -0.29732                  0.945               -0.18750               -0.12621                   -0.980                   -0.974                   -0.957                  0.0684                1.61e-03               -2.08e-02                  -0.31618                  -0.10409                   -0.4012            -0.085588             -0.03653             0.118268                -0.6069               -0.52987                -0.2501                  -0.0786                  -0.0477                 -0.06502                    -0.5233                    -0.6341                   -0.42635             -0.238854                 -0.4074                -0.238854                    -0.4074                  -0.23050                     -0.2661                -0.3966                  -0.4825                    -0.5626                      -0.6187             -0.3087            -0.13678             -0.3124              -0.36526              -0.26774               -0.3455               -3.02e-01                0.154280                0.248446                -0.34548                -0.19477                 -0.3826                  -0.34661                  -0.06552                  -0.41796                    -0.26872                   -2.26e-01                    -0.19902              -0.4980              -0.5347              -0.3182                 -0.642                -0.5309                -0.2978                 -0.04057                  0.00199                -0.128721              -0.32723               -0.550393                  0.243536                     -0.259934                         -0.2797                           0.01621                  -0.519452                      -0.5469                       0.148717                        -0.6233                          -0.6392                           0.085976                     1.25e-02                             0.024839                          0.132262                             -1.16e-01                -0.781              2.12e-01              0.110065
         27      WALKING_UPSTAIRS               0.266            -0.02010             -0.1235              -0.29544              -0.09501              -0.23071                  0.868               -0.22928               -0.29464                   -0.956                   -0.948                   -0.927                  0.0735               -1.40e-02                6.75e-03                  -0.46807                  -0.42683                   -0.6337            -0.094034              0.00212             0.140130                -0.5625               -0.58797                -0.1700                  -0.0938                  -0.0509                 -0.06290                    -0.6958                    -0.7111                   -0.67688             -0.160589                 -0.3799                -0.160589                    -0.3799                  -0.47907                     -0.4646                -0.2861                  -0.5018                    -0.6999                      -0.7247             -0.4176            -0.24969             -0.4189              -0.25350              -0.07941               -0.1973               -4.65e-01               -0.181356               -0.261550                -0.50311                -0.44247                 -0.6085                  -0.47892                  -0.45012                  -0.65714                    -0.36165                   -3.73e-01                    -0.45428              -0.5444              -0.5941              -0.4005                 -0.574                -0.5879                -0.1835                 -0.23872                 -0.12541                -0.430103              -0.39393               -0.468708                 -0.012684                     -0.460770                         -0.4730                           0.11629                  -0.607668                      -0.5233                      -0.128116                        -0.7192                          -0.7517                           0.184860                     3.03e-02                             0.017369                          0.036134                             -3.22e-02                -0.624              2.41e-01              0.232688
         27    WALKING_DOWNSTAIRS               0.298            -0.01356             -0.1128               0.16741              -0.09797              -0.24004                  0.931               -0.16694               -0.14005                   -0.947                   -0.935                   -0.921                  0.0936                1.60e-02               -9.85e-03                  -0.00358                  -0.13853                   -0.4093            -0.159827             -0.01631             0.152695                -0.3637               -0.48181                -0.2578                  -0.0516                  -0.0642                 -0.06210                    -0.4938                    -0.4595                   -0.30727              0.108071                  0.1212                 0.108071                     0.1212                  -0.11542                     -0.0386                -0.1648                  -0.3080                    -0.4405                      -0.4658              0.0830            -0.06267             -0.2416               0.19491              -0.17565               -0.3031               -3.90e-01                0.053061                0.154663                -0.04378                -0.17098                 -0.3436                  -0.05228                  -0.16324                  -0.47476                    -0.33135                   -2.95e-01                    -0.20334              -0.2966              -0.4021              -0.1449                 -0.391                -0.5430                -0.3678                 -0.18181                  0.23219                 0.036724               0.14982               -0.071212                  0.064020                      0.010858                         -0.1136                           0.10380                  -0.359114                      -0.3980                       0.098853                        -0.4678                          -0.5028                           0.084123                    -1.10e-01                             0.000935                          0.322535                             -1.66e-01                -0.776              1.98e-01              0.121083
         27               SITTING               0.274            -0.01553             -0.1055              -0.98858              -0.97158              -0.96586                  0.839                0.21295                0.27642                   -0.982                   -0.983                   -0.967                  0.0779                4.67e-03               -6.11e-03                  -0.99066                  -0.98510                   -0.9889            -0.037183             -0.07973             0.083375                -0.9885               -0.98207                -0.9757                  -0.0952                  -0.0396                 -0.05039                    -0.9936                    -0.9922                   -0.99177             -0.979482                 -0.9695                -0.979482                    -0.9695                  -0.98947                     -0.9892                -0.9636                  -0.9708                    -0.9940                      -0.9921             -0.9887            -0.97406             -0.9747              -0.98866              -0.97127               -0.9632               -5.85e-02                0.144626                0.121635                -0.99084                -0.98524                 -0.9871                  -0.99129                  -0.98608                  -0.98928                     0.19432                   -1.06e-02                     0.03477              -0.9872              -0.9841              -0.9768                 -0.989                -0.9810                -0.9776                  0.02806                 -0.15944                 0.021817              -0.97477               -0.970885                  0.207856                     -0.988773                         -0.9885                           0.35792                  -0.979483                      -0.9705                      -0.023077                        -0.9924                          -0.9920                           0.224975                    -3.21e-04                             0.025638                          0.021803                             -5.20e-02                -0.630             -6.62e-02             -0.178207
         27              STANDING               0.280            -0.01659             -0.1078              -0.99195              -0.95517              -0.96241                  0.965               -0.18850               -0.00557                   -0.994                   -0.980                   -0.968                  0.0750                1.22e-02               -1.38e-03                  -0.98763                  -0.97583                   -0.9874            -0.026732             -0.06751             0.071684                -0.9699               -0.98250                -0.9813                  -0.0988                  -0.0417                 -0.05140                    -0.9826                    -0.9908                   -0.98897             -0.972753                 -0.9664                -0.972753                    -0.9664                  -0.98535                     -0.9842                -0.9687                  -0.9657                    -0.9895                      -0.9888             -0.9901            -0.96136             -0.9741              -0.99288              -0.95438               -0.9589                1.38e-01                0.065458                0.091256                -0.98777                -0.97587                 -0.9851                  -0.98861                  -0.97761                  -0.98821                     0.29614                   -3.29e-02                     0.05548              -0.9701              -0.9837              -0.9809                 -0.970                -0.9819                -0.9831                 -0.24682                 -0.13906                 0.057630              -0.97319               -0.967529                  0.177825                     -0.984152                         -0.9830                           0.32901                  -0.975526                      -0.9654                      -0.165714                        -0.9894                          -0.9886                           0.212895                     1.72e-02                             0.034699                         -0.037003                              1.79e-03                -0.833              2.12e-01              0.025601
         27                LAYING               0.274            -0.01799             -0.1077              -0.97846              -0.98374              -0.98664                 -0.530                0.56788                0.84539                   -0.971                   -0.994                   -0.989                  0.0766                1.26e-02               -6.86e-04                  -0.98647                  -0.98516                   -0.9897            -0.019543             -0.09578             0.118738                -0.9888               -0.98429                -0.9784                  -0.1011                  -0.0362                 -0.06428                    -0.9935                    -0.9930                   -0.99330             -0.982092                 -0.9789                -0.982092                    -0.9789                  -0.98837                     -0.9886                -0.9669                  -0.9719                    -0.9944                      -0.9935             -0.9806            -0.98292             -0.9874              -0.97762              -0.98427               -0.9866               -1.74e-01                0.254637                0.360079                -0.98668                -0.98526                 -0.9880                  -0.98748                  -0.98612                  -0.98990                     0.09613                    6.30e-02                     0.14809              -0.9870              -0.9868              -0.9792                 -0.989                -0.9831                -0.9801                  0.09111                 -0.01957                 0.254805              -0.98139               -0.980296                  0.368680                     -0.988099                         -0.9882                           0.40510                  -0.979891                      -0.9718                       0.174312                        -0.9936                          -0.9936                           0.348321                     2.16e-02                            -0.009473                         -0.019023                             -2.15e-02                 0.632             -3.36e-01             -0.676516
         28               WALKING               0.281            -0.01568             -0.1037              -0.29300              -0.11789              -0.30093                  0.943               -0.22932               -0.12591                   -0.977                   -0.969                   -0.944                  0.0931                2.26e-02               -7.63e-03                  -0.33570                  -0.22012                   -0.5375            -0.105896             -0.01728             0.116066                -0.5038               -0.49768                -0.2426                  -0.0930                  -0.0515                 -0.05936                    -0.3994                    -0.6390                   -0.44093             -0.180666                 -0.3927                -0.180666                    -0.3927                  -0.29922                     -0.3904                -0.3108                  -0.4605                    -0.5462                      -0.5799             -0.2801            -0.12791             -0.3563              -0.29883              -0.16879               -0.3260               -3.75e-01               -0.056125               -0.013006                -0.36260                -0.29455                 -0.4988                  -0.36712                  -0.19176                  -0.57458                    -0.35322                   -4.92e-01                    -0.30104              -0.3747              -0.5047              -0.2550                 -0.545                -0.4975                -0.3082                 -0.06202                 -0.15093                -0.155076              -0.35216               -0.511574                  0.107450                     -0.360811                         -0.4363                           0.12302                  -0.514602                      -0.5168                      -0.001985                        -0.5960                          -0.5891                          -0.076084                     6.31e-03                            -0.043025                          0.112201                              1.09e-02                -0.757              2.41e-01              0.109303
         28      WALKING_UPSTAIRS               0.262            -0.02794             -0.1215              -0.24206              -0.14675              -0.28599                  0.855               -0.33322               -0.26521                   -0.945                   -0.928                   -0.901                  0.0707                2.23e-02                7.49e-03                  -0.31267                  -0.33160                   -0.6375            -0.129363              0.02123             0.103721                -0.5188               -0.47932                -0.1893                  -0.0806                  -0.0493                 -0.07526                    -0.4943                    -0.6906                   -0.60357             -0.186241                 -0.2119                -0.186241                    -0.2119                  -0.38809                     -0.3254                -0.2634                  -0.4769                    -0.6203                      -0.6701             -0.2661            -0.19059             -0.4017              -0.23373              -0.17855               -0.2817               -3.79e-01               -0.085228               -0.192657                -0.31887                -0.35801                 -0.5878                  -0.37027                  -0.34903                  -0.68791                    -0.23207                   -3.63e-01                    -0.30720              -0.4036              -0.5221              -0.3182                 -0.556                -0.4600                -0.2262                 -0.11573                 -0.25107                -0.303255              -0.21352               -0.334626                  0.020205                     -0.294433                         -0.3745                           0.17233                  -0.534835                      -0.5282                      -0.052640                        -0.6625                          -0.7049                           0.099131                     6.18e-02                             0.050281                          0.099433                             -3.70e-02                -0.583              3.15e-01              0.209001
         28    WALKING_DOWNSTAIRS               0.294            -0.02202             -0.1086               0.12571               0.15650              -0.34103                  0.929               -0.23590               -0.12148                   -0.957                   -0.948                   -0.917                  0.0973                1.43e-02                1.24e-03                  -0.01677                   0.02655                   -0.4271            -0.141096              0.00711             0.138622                -0.2681               -0.25937                -0.3070                  -0.0266                  -0.0570                 -0.07762                    -0.1639                    -0.4246                   -0.33621              0.104359                  0.1355                 0.104359                     0.1355                  -0.07076                     -0.0419                -0.0682                  -0.2245                    -0.3404                      -0.4071              0.0891             0.18644             -0.3082               0.13780               0.06530               -0.4169               -3.51e-01                0.011608                0.202030                -0.02687                -0.01270                 -0.3653                  -0.09801                  -0.00175                  -0.48849                    -0.27694                   -3.94e-01                    -0.07363              -0.0300              -0.2171              -0.1844                 -0.345                -0.2931                -0.4165                 -0.09230                 -0.06453                -0.012251               0.18884               -0.074059                  0.040698                     -0.012882                         -0.0884                           0.05460                  -0.223355                      -0.3629                       0.114889                        -0.3967                          -0.4647                           0.131260                    -1.33e-01                            -0.049666                          0.272632                             -1.69e-01                -0.750              2.46e-01              0.106981
         28               SITTING               0.277            -0.01854             -0.1115              -0.98327              -0.93991              -0.93667                  0.907               -0.11260                0.13540                   -0.989                   -0.972                   -0.956                  0.0769                1.48e-02                2.58e-04                  -0.97629                  -0.96222                   -0.9763            -0.033902             -0.06739             0.087025                -0.9797               -0.95632                -0.9566                  -0.0954                  -0.0408                 -0.05790                    -0.9822                    -0.9807                   -0.97100             -0.955790                 -0.9478                -0.955790                    -0.9478                  -0.97327                     -0.9703                -0.9552                  -0.9511                    -0.9812                      -0.9784             -0.9798            -0.94635             -0.9522              -0.98496              -0.93989               -0.9330               -1.55e-02               -0.019266               -0.002738                -0.97689                -0.96305                 -0.9729                  -0.97779                  -0.96399                  -0.97833                     0.14768                   -2.11e-01                    -0.08963              -0.9737              -0.9631              -0.9542                 -0.982                -0.9532                -0.9616                  0.01774                 -0.32094                -0.057460              -0.95393               -0.952281                  0.029200                     -0.969179                         -0.9708                           0.22911                  -0.960298                      -0.9535                      -0.137706                        -0.9795                          -0.9784                           0.002496                     1.24e-02                             0.007662                         -0.004475                             -1.54e-02                -0.689              1.61e-01             -0.076315
         28              STANDING               0.278            -0.01726             -0.1066              -0.97775              -0.87569              -0.90512                  0.949               -0.24766               -0.03858                   -0.990                   -0.963                   -0.952                  0.0753                9.07e-03               -2.68e-03                  -0.96860                  -0.93377                   -0.9698            -0.025328             -0.07390             0.086517                -0.8840               -0.94001                -0.9255                  -0.1022                  -0.0431                 -0.05259                    -0.9283                    -0.9730                   -0.95650             -0.925472                 -0.9177                -0.925472                    -0.9177                  -0.95955                     -0.9541                -0.8942                  -0.8769                    -0.9597                      -0.9563             -0.9725            -0.89343             -0.9345              -0.98027              -0.87447               -0.8976                3.55e-04               -0.135431               -0.126325                -0.96851                -0.93517                 -0.9648                  -0.97167                  -0.93699                  -0.97357                     0.14689                   -3.51e-01                    -0.11961              -0.8804              -0.9482              -0.9267                 -0.887                -0.9361                -0.9320                 -0.31645                 -0.35931                -0.197616              -0.92915               -0.923857                 -0.088659                     -0.952728                         -0.9550                           0.13331                  -0.909652                      -0.8785                      -0.317384                        -0.9588                          -0.9560                          -0.112443                     7.61e-03                             0.015051                         -0.084116                              6.91e-02                -0.767              2.53e-01              0.048442
         28                LAYING               0.276            -0.01675             -0.1083              -0.96889              -0.94539              -0.95645                 -0.490                0.14407                0.01576                   -0.971                   -0.970                   -0.979                  0.0781                5.94e-03                6.01e-03                  -0.98016                  -0.97868                   -0.9731            -0.017368             -0.09745             0.093579                -0.9552               -0.96006                -0.9624                  -0.1045                  -0.0356                 -0.05345                    -0.9608                    -0.9804                   -0.98142             -0.958112                 -0.9546                -0.958112                    -0.9546                  -0.97846                     -0.9733                -0.9371                  -0.9289                    -0.9782                      -0.9698             -0.9739            -0.95844             -0.9611              -0.96732              -0.94200               -0.9568               -3.30e-01               -0.074839                0.233309                -0.98001                -0.97809                 -0.9703                  -0.98221                  -0.98112                  -0.97453                     0.10429                    1.09e-03                     0.03822              -0.9468              -0.9658              -0.9612                 -0.958                -0.9576                -0.9663                 -0.25886                 -0.34947                 0.123628              -0.96104               -0.957564                  0.038386                     -0.973436                         -0.9723                           0.26686                  -0.944218                      -0.9317                      -0.181136                        -0.9718                          -0.9693                           0.011883                     3.88e-02                            -0.039243                          0.020765                              5.15e-02                 0.603             -2.65e-02              0.050311
         29               WALKING               0.272            -0.01629             -0.1066              -0.17434              -0.09175              -0.24283                  0.962               -0.12732                0.09558                   -0.978                   -0.975                   -0.946                  0.0854                2.24e-02                9.42e-03                  -0.22143                  -0.08717                   -0.4618            -0.007957             -0.08196             0.085685                -0.5989               -0.18180                -0.4302                  -0.1069                  -0.0480                 -0.03924                    -0.3959                    -0.5879                   -0.50413             -0.095521                 -0.2627                -0.095521                    -0.2627                  -0.24023                     -0.1330                -0.2806                  -0.3588                    -0.5062                      -0.6122             -0.1358            -0.03496             -0.2797              -0.19036              -0.18207               -0.2833               -3.14e-01                0.232676                0.120197                -0.21047                -0.08802                 -0.3949                  -0.30734                  -0.15502                  -0.52903                    -0.20130                   -6.99e-02                     0.00649              -0.4315              -0.3622              -0.3973                 -0.654                -0.0941                -0.4941                  0.18083                 -0.36282                 0.061951              -0.23568               -0.393258                  0.099827                     -0.108978                         -0.1695                          -0.04379                  -0.416818                      -0.4292                       0.035180                        -0.6285                          -0.6187                           0.079685                     6.93e-02                            -0.057920                         -0.079520                              1.68e-02                -0.862              1.71e-01             -0.045059
         29      WALKING_UPSTAIRS               0.265            -0.02995             -0.1180              -0.08677              -0.12213               0.09954                  0.929               -0.22712                0.04438                   -0.954                   -0.923                   -0.859                  0.1063               -6.89e-04               -2.91e-02                  -0.18237                  -0.38862                   -0.6788             0.093199             -0.15233             0.085432                -0.3239                0.04611                -0.3748                  -0.1304                  -0.0511                 -0.06809                    -0.4749                    -0.7342                   -0.55842              0.008344                 -0.0415                 0.008344                    -0.0415                  -0.34432                     -0.2545                 0.0440                  -0.0800                    -0.6173                      -0.7128             -0.1098            -0.19601             -0.3205              -0.07906              -0.14126                0.2031               -4.38e-01               -0.131972               -0.512761                -0.22507                -0.40889                 -0.6462                  -0.21139                  -0.40865                  -0.71012                    -0.37979                   -4.44e-01                    -0.51405              -0.2605              -0.3940              -0.3417                 -0.350                 0.2343                -0.4442                 -0.29105                 -0.66681                -0.201815              -0.10831               -0.155994                 -0.145078                     -0.239108                         -0.2806                          -0.00164                  -0.357214                      -0.0743                      -0.399892                        -0.6975                          -0.7565                           0.053585                     5.56e-02                            -0.059401                         -0.300314                              1.23e-01                -0.785              2.41e-01             -0.009506
         29    WALKING_DOWNSTAIRS               0.293            -0.01494             -0.0981               0.16738              -0.12246              -0.22318                  0.948               -0.07610                0.09197                   -0.942                   -0.914                   -0.869                  0.0637                6.21e-04               -1.41e-02                  -0.02395                  -0.07734                   -0.4788            -0.037413             -0.08510             0.082224                -0.2821               -0.39046                -0.3111                  -0.0744                  -0.0671                 -0.03596                    -0.3478                    -0.6935                   -0.37977              0.103705                  0.1345                 0.103705                     0.1345                  -0.13864                     -0.0308                -0.1230                  -0.2674                    -0.5392                      -0.5971              0.1107            -0.02123             -0.2667               0.18744              -0.23935               -0.2621               -4.04e-01                0.182897                0.045376                -0.03825                -0.09779                 -0.4112                  -0.09864                  -0.12038                  -0.54732                    -0.27016                   -2.07e-01                    -0.13591              -0.1894              -0.4631              -0.1992                 -0.319                -0.3549                -0.4162                 -0.17230                 -0.37692                -0.020166               0.11597               -0.033087                  0.020422                      0.000449                         -0.0798                           0.03273                  -0.381460                      -0.3230                      -0.101592                        -0.5966                          -0.6267                           0.084474                    -6.02e-02                             0.068151                          0.125171                             -1.14e-01                -0.896              1.36e-01             -0.043425
